Copper_Vol.,Copper_Price_MA_50,Copper_Price_EMA_12,Copper_Price_Volatility_30,Copper_Price_Lag_7,Copper_Price_Lag_30,Copper_Price_BB_Upper,Copper_Price_BB_Lower,Copper_Price_RSI_14,Copper_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
73770.0,3.6844,3.6423223449844695,0.00949920958550247,3.646,3.6405,3.704459043782444,3.5198909562175555,64.86486486486491,3.2581453634085156,2.945,91.71,27022.6,915.1,1652.89,4299.7,14702.77,170.69,246.38,313.64,22.741,132.31,430.89,541105.0,376.36,125.98,303.96,1878.6
64250.0,3.68118,3.6414265996022435,0.01017271287583476,3.6275,3.638,3.7067794444680966,3.522120555531902,56.170212765957444,0.6782945736434121,2.764,93.68,26366.1,896.3,1598.49,4274.51,14580.16,170.43,240.5,312.79,22.724,130.54,424.68,542495.0,377.59,125.98,297.74,1890.9
65800.0,3.6794700000000002,3.642591738124975,0.0099730082245782,3.552,3.679,3.709242785032181,3.5221572149678178,56.99373695198333,0.4127682993946058,2.656,90.39,26218.9,914.2,1594.04,4273.53,14545.83,171.96,244.12,312.14,23.196,128.57,419.11,545870.0,379.25,125.98,298.96,1919.8
54420.0,3.67719,3.6468083937980555,0.009819228582879942,3.589,3.719,3.715363701453424,3.524386298546575,60.12269938650305,0.6582556226001124,2.639,89.68,26302.7,923.6,1588.62,4337.44,14768.89,176.08,246.99,317.54,23.385,131.11,422.22,548360.0,384.8,131.27,300.83,1936.6
61880.0,3.6744,3.6543763332137393,0.009735055484795006,3.621,3.6815,3.7238435085441677,3.5292064914558314,60.60606060606061,1.8883528600964983,2.637,90.03,26581.9,934.1,1593.1,4320.06,14701.1,174.79,244.88,317.01,23.844,130.25,416.1,546215.0,379.81,129.12,299.08,1945.6
103592.99999999999,3.66969,3.6607799742577796,0.009722578754166782,3.6415,3.6725,3.732541441160245,3.530008558839755,58.860759493670905,4.054054054054057,2.61,89.63,26570.0,924.6,1584.03,4330.0,14694.24,173.93,255.7,319.53,23.687,130.44,410.17,551030.0,384.15,129.33,295.73,1939.6
50330.0,3.6682,3.6785061320642747,0.010385970371985725,3.7375,3.649,3.7585203064027795,3.52292969359722,63.34586466165413,5.21036500417944,2.733,90.28,27125.0,942.3,1622.28,4402.2,14969.92,175.49,262.59,320.77,23.836,133.74,422.39,556580.0,386.3,135.29,299.67,1967.1
61430.0,3.6666299999999996,3.6890436502082324,0.010510302824774864,3.708,3.649,3.7721926113609623,3.526107388639038,59.19854280510019,3.47970173985086,2.848,91.2,27209.2,948.4,1643.08,4443.95,15191.23,179.07,266.5,328.65,23.456,138.04,435.2,563073.0,396.2,137.63,305.07,1953.7
48800.0,3.6656400000000002,3.7028830886377353,0.010598279091408648,3.6365,3.6585,3.790648655219304,3.5273513447806955,63.466666666666676,3.775916517918443,2.728,91.48,26763.5,938.3,1636.92,4453.53,15225.37,177.97,265.28,329.06,23.498,138.21,439.66,562800.0,394.4,139.98,302.55,1953.4
56100.0,3.66588,3.717977998078084,0.01059567782391817,3.649,3.646,3.809745334420559,3.53125466557944,74.45972495088411,1.6989966555184033,2.644,90.77,26601.0,929.5,1641.31,4450.32,15202.4,175.01,274.39,330.22,23.386,137.4,439.0,559500.0,396.94,140.39,300.31,1946.2
66850.0,3.6658999999999997,3.7339044599122246,0.010033711050204577,3.67,3.5845,3.831355602849407,3.5326943971505935,73.6040609137056,3.0609492988133757,2.708,90.16,26524.7,911.1,1626.49,4505.1,15473.89,175.74,276.04,338.7,22.994,138.1,455.81,561740.0,400.49,144.72,311.72,1932.8
53840.0,3.66582,3.7429960814641903,0.010187155573602164,3.696,3.591,3.8444216231845494,3.537728376815451,67.58691206543972,4.303588615426923,2.68,88.52,26223.0,905.2,1607.63,4467.44,15348.53,174.21,271.3,336.06,23.181,136.71,454.85,557955.0,412.24,144.85,305.06,1932.5
44010.0,3.6648699999999996,3.750535145854315,0.01009895086204255,3.696,3.624,3.856172319851262,3.541777680148737,66.02768903088389,3.9188818854480667,2.743,88.84,25834.5,912.8,1592.5,4461.9,15289.74,176.3,267.48,331.77,23.402,135.34,448.7,557415.0,434.69,141.23,301.66,1935.1
66660.0,3.66434,3.7592220464921127,0.009851969212725496,3.776,3.5865,3.8692102336065126,3.544839766393488,58.94465894465896,3.7329700272479505,2.608,87.29,25166.4,902.3,1551.89,4487.46,15461.87,179.36,273.58,337.94,23.383,136.92,451.78,555309.0,445.36,143.1,307.56,1947.2
66660.0,3.6639800000000005,3.752649423954865,0.010823415599744986,3.747,3.563,3.8692981772052413,3.553651822794759,50.94549499443825,0.5546536796536827,2.605,87.51,25909.5,894.8,1636.45,4457.49,15280.23,178.18,248.5,334.27,23.174,136.38,455.72,551405.0,442.8,138.23,297.89,1942.7
69660.0,3.66517,3.754087974115655,0.010873378507218347,3.779,3.601,3.8620721373538225,3.5818778626461767,64.81700118063756,1.7857142857142794,2.579,86.87,26249.8,909.6,1648.09,4451.14,15258.52,177.56,251.49,329.91,23.24,135.26,462.41,548930.0,443.14,137.85,298.67,1942.5
68210.0,3.6665200000000002,3.7589975165594,0.010858994123136671,3.801,3.587,3.859727625379413,3.6039223746205864,65.7471264367816,0.26483050847458944,2.51,87.54,25758.0,915.3,1633.18,4465.48,15371.44,182.91,251.92,332.88,23.503,134.46,470.61,548660.0,445.76,135.36,299.17,1944.2
87970.0,3.66982,3.7727671293964153,0.011148638692030173,3.8215,3.5785,3.8700639553139258,3.616336044686073,68.73032528856244,2.708833733653604,2.582,86.69,25790.2,933.5,1634.46,4496.83,15508.24,189.7,256.49,333.55,23.873,135.77,485.2382,546627.0,448.68,137.27,300.15,1952.6
81640.0,3.6735400000000005,3.784956801796967,0.011148966135923904,3.793,3.582,3.8799893321724177,3.6274606678275827,67.18061674008808,1.9317279703625179,2.765,85.55,25803.2,968.7,1629.0,4515.77,15490.86,189.46,245.01,328.66,24.562,135.66,485.09,550000.0,439.88,138.12,296.38,1967.1
52790.0,3.6782399999999997,3.7906557553666644,0.011262718868038679,3.792,3.571,3.8875395950988887,3.6283604049011116,63.01652892561984,0.5524861878452914,2.768,83.63,25937.3,974.4,1645.82,4507.66,15501.07,187.87,258.08,327.76,24.812,136.17,485.2382,546725.0,433.68,138.01,295.89,1965.9
56860.0,3.6823099999999998,3.7988625622333316,0.011264312273883352,3.807,3.591,3.8975369286528303,3.6319630713471702,57.98122065727701,0.5887740416066878,2.796,81.63,27298.8,983.3,1705.22,4514.87,15462.43,187.65,256.9,328.79,25.104,135.88,485.2382,547348.0,434.67,135.07,295.1,1973.0
640.0,3.6861400000000004,3.8035760141974344,0.01129769213196152,3.7165,3.612,3.895479182442944,3.6533208175570557,60.02430133657352,0.9622989717901431,2.556,81.16,27723.9,983.0,1729.69,4497.63,15376.55,184.12,257.18,328.41,25.139,134.57,485.2382,543593.0,429.99,134.91,297.99,1965.1
170.0,3.68827,3.8007950889362907,0.011532385298672834,3.762,3.634,3.88695776890847,3.675492231091531,50.767414403778034,-0.1714135021097074,2.579,80.1,26118.9,969.1,1653.22,4433.31,15052.46,180.19,238.82,323.7,24.605,131.01,468.35,539605.0,418.06,133.14,290.26,1946.8
290.0,3.68947,3.797441998330707,0.011540644581852125,3.786,3.646,3.8786041918586727,3.694745808141328,47.303921568627416,-0.7354872603099527,2.54,79.83,26057.2,945.1,1653.74,4405.71,14941.83,178.61,238.59,322.98,24.583,129.88,460.18,540000.0,416.03,133.26,285.5,1939.9
180.0,3.6915900000000006,3.795912460125983,0.011479347646237684,3.8485,3.6275,3.8726874154279107,3.7098125845720897,45.70707070707073,1.9103995694874198,2.519,79.05,26177.0,939.9,1660.89,4376.31,14816.44,176.38,230.04,319.97,24.575,129.78,471.63,537780.0,406.93,131.84,286.75,1947.1
