Natural_Gas_Vol.,Natural_Gas_Price_MA_50,Natural_Gas_Price_EMA_12,Natural_Gas_Price_Volatility_30,Natural_Gas_Price_Lag_7,Natural_Gas_Price_Lag_30,Natural_Gas_Price_BB_Upper,Natural_Gas_Price_BB_Lower,Natural_Gas_Price_RSI_14,Natural_Gas_Price_ROC_10,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
146540.0,5.392799999999999,6.195190076099096,0.058112416219606854,6.369,5.238,7.4669449813653035,5.282355018634696,35.12340656360183,-9.455671928012976,88.91,3.676,18527.4,1011.95,1335.25,3828.11,11059.5,139.5,191.3,228.87,21.502,88.9,146.02,442100.0,263.46,89.98,106.0022,1716.0
171260.0,5.4681999999999995,6.310391602853082,0.062333118133160316,6.2,5.216,7.46607387666747,5.439826123332529,52.921914357682624,2.4793388429751984,91.79,3.6005,20589.0,989.4,1567.57,3806.8,10977.0,138.92,197.08,227.87,20.919,88.49,143.01,438575.0,258.6,90.53,106.0022,1680.5
117250.0,5.5307,6.324177510106455,0.06236678587673556,6.034,5.71,7.404576955706359,5.59292304429364,42.574964302713,1.538949706488979,92.61,3.6735,21145.9,960.5,1645.01,3770.55,10857.03,138.38,207.47,221.39,20.784,86.58,141.56,432000.0,260.79,90.98,106.0022,1676.6
98530.0,5.5839799999999995,6.270457893167,0.060850684301959,5.933,6.303,7.413704012106856,5.564395987893145,34.65346534653466,-6.186214476369923,88.17,3.4165,20206.4,924.1,1531.08,3719.89,10690.6,138.88,215.31,214.25,19.43,83.43,134.21,428800.0,269.06,89.3,106.0022,1630.9
104850.0,5.637620000000001,6.270079755756692,0.06094850197118276,5.879,6.589,7.3874497490879705,5.54365025091203,43.778914049184316,1.0967741935483888,90.0,3.4545,20154.4,950.9,1519.04,3759.69,10906.34,145.03,214.98,220.1,19.594,86.97,132.19,438700.0,273.0,92.12,106.0022,1650.0
136650.0,5.68352,6.184529024101816,0.06224922009249643,6.239,6.22,7.357552155417619,5.451947844582381,38.6002576212967,-5.303281405369564,88.37,3.457,20483.5,950.5,1579.64,3856.1,11288.95,150.65,227.82,228.17,19.667,90.47,135.43,443004.0,286.75,96.79,106.0022,1649.7
128750.0,5.73672,6.210755328086153,0.06383845373300073,5.865,6.733,7.229704816825507,5.491795183174494,50.538748445917946,7.1127591437721405,86.53,3.3575,20496.3,930.1,1572.89,3871.98,11405.57,153.34,227.54,232.13,19.119,94.51,134.97,445050.0,291.88,102.44,106.0022,1640.7
84710.0,5.77698,6.1297160468421295,0.06617735087575975,6.138,6.416,7.21179306424869,5.40690693575131,43.693610753084144,-3.3168906276577537,87.9,3.4135,20594.4,946.4,1554.47,3901.06,11546.21,155.74,228.52,235.87,19.147,96.29,138.34,451900.0,295.72,103.41,106.0022,1644.8
31474.0,5.80792,5.98452896271257,0.06741275985871144,6.944,6.082,7.185431616832858,5.249468383167143,41.19791666666666,-16.877704760378265,89.08,3.5025,20292.9,967.4,1514.19,3807.3,11191.63,144.8,225.09,226.75,19.494,92.22,131.76,437900.0,296.94,110.96,106.0022,1665.6
36780.0,5.841840000000001,5.926293737679867,0.06867109425444934,6.4,5.82,6.989570299634406,5.2751297003655955,46.44163618224144,-4.416027280477419,87.91,3.5245,20769.5,962.5,1566.16,3830.6,11405.9,149.35,224.64,231.32,19.486,94.93,128.96,435660.0,298.62,115.66,129.82,1669.2
39950.0,5.8799,5.878094701113733,0.06833598592874628,5.975,5.617,6.904270890074338,5.243829109925663,47.2972972972973,-8.553274682306933,85.32,3.3845,20082.7,919.7,1459.6,3859.11,11669.99,152.34,222.41,250.66,19.349,104.48,132.61,436400.0,291.02,120.6,137.51,1658.0
69670.0,5.909479999999999,5.773618593250082,0.06927202209819201,6.268,5.378,6.8440567171883755,5.146343282811626,44.5859872611465,-25.129608294930872,84.58,3.417,19331.5,926.6,1343.88,3797.34,11430.26,149.45,211.25,247.25,19.189,102.52,125.99,432500.0,282.45,119.82,129.72,1654.1
101730.0,5.9252199999999995,5.648292655826992,0.06970682381916501,5.714,5.484,6.880702748141215,4.975297251858785,39.61038961038961,-22.515625000000007,85.05,3.4565,19162.6,933.9,1299.76,3752.75,11310.33,147.27,214.44,242.12,19.066,101.13,124.66,427170.0,289.57,119.32,130.01,1656.3
104220.0,5.95262,5.603632247238224,0.06737107307292683,6.355,6.169,6.8388760187210025,4.916023981278997,45.90137429264349,-10.326359832635978,85.98,3.4015,19042.9,915.1,1282.87,3665.78,11046.71,143.39,207.28,236.15,18.689,99.97,121.94,413950.0,268.16,115.25,131.53,1636.8
107160.0,5.97236,5.581842670740035,0.06511391473242621,5.684,6.738,6.8064902782018475,4.874609721798151,44.381648936170215,-12.858966177409059,85.55,3.311,19123.9,881.1,1285.32,3695.16,11103.38,143.86,222.04,236.48,18.359,99.63,120.51,421610.0,272.38,115.07,133.23,1634.2
102090.0,5.996079999999999,5.606943798318491,0.06566352949308187,5.186,6.93,6.788495454335871,4.863704545664129,39.08610959402877,0.5425271263563181,82.82,3.351,19328.2,907.3,1310.81,3719.98,11147.74,143.75,220.19,238.5,18.6,100.77,119.67,428465.0,240.86,116.36,132.8,1655.8
132420.0,6.0218799999999995,5.667260137038722,0.065668618960116,5.606,7.235,6.793789395038742,4.865010604961258,46.146453968864115,-5.601888276947298,85.46,3.401,19548.2,913.6,1331.12,3677.95,11062.53,142.41,219.35,237.53,18.719,99.97,118.88,419101.0,245.1,113.79,134.04,1664.0
96730.0,6.0453,5.78814319287892,0.06593053531746478,5.613,6.712,6.862056992159175,4.854143007840825,54.568042813455655,13.529204785362413,85.61,3.4045,19181.8,894.9,1296.74,3583.07,10692.06,138.38,204.99,228.56,18.071,96.56,112.27,412760.0,230.0,106.9,126.76,1648.9
131390.0,6.08052,5.934736547820624,0.06588708765262116,5.199,7.024,6.950364782816715,4.816035217183286,54.52458389133346,29.984573852680295,89.11,3.423,19379.8,896.4,1287.34,3669.91,11033.58,142.99,221.72,234.24,18.918,99.06,119.6,415222.0,232.51,112.53,130.29,1677.0
112380.0,6.11066,6.011700155848221,0.06596666276904338,4.959,7.308,7.006895267376666,4.8165047326233354,57.240409720827465,14.787727434891185,87.27,3.408,19154.8,881.0,1294.57,3577.03,10785.61,138.34,217.24,225.75,18.938,97.56,115.0,399251.0,220.87,112.9,127.5,1677.5
106890.0,6.1378200000000005,6.101592439563879,0.06477624808342887,5.358,6.779,7.068198536566318,4.801001463433681,52.6783729717715,17.512916443969353,89.35,3.4455,19059.1,899.1,1279.97,3588.84,10791.35,138.98,216.5,225.41,19.487,97.18,115.86,402836.0,214.29,112.21,128.54,1686.0
114240.0,6.1622,6.152885910400205,0.06494360552389833,5.462,6.776,6.967701597330314,4.850598402669685,59.413386813737766,23.7738026543566,91.13,3.4115,19134.6,895.8,1290.04,3612.39,10926.97,140.42,222.96,229.25,19.615,97.86,116.7,403000.0,229.98,113.67,133.79,1675.2
124710.0,6.1829600000000005,6.244441924184789,0.06412934119036225,5.745,6.303,7.029579793938416,4.823520206061585,70.5310199789695,36.0758217382537,92.64,3.3685,19531.3,917.9,1330.99,3639.66,11039.47,140.09,223.07,234.24,20.255,98.68,120.76,406010.0,224.75,114.56,133.45,1709.3
109940.0,6.19634,6.3563739358486675,0.06433911847630591,5.999,6.369,7.174655117375188,4.778144882624812,68.93015521064301,30.12318029115344,88.45,3.429,19956.7,921.8,1352.27,3744.52,11485.5,145.43,238.13,246.79,20.66,101.42,131.3,416300.0,240.02,120.3,139.07,1720.8
80870.0,6.2031600000000005,6.444624099564257,0.06410083157893816,6.453,6.2,7.276284823667272,4.742715176332728,68.0757617348339,26.87660197729769,87.76,3.483,20157.5,914.6,1352.07,3783.28,11573.18,146.4,240.81,249.2,20.544,101.43,132.09,420668.0,236.73,120.95,138.98,1720.8
121680.0,6.2155,6.504989622708218,0.06391364393076282,6.741,6.034,7.376086853636396,4.755213146363603,74.65382299819385,19.007832898172317,86.52,3.4705,20340.2,933.7,1361.48,3790.93,11582.54,146.1,249.44,248.88,21.099,101.64,131.67,424180.0,240.74,121.09,140.28,1730.5
104480.0,6.21024,6.49960660383003,0.06472043601699888,6.435,5.933,7.388176510630186,4.754623489369815,71.90489997100607,7.85130855142524,83.63,3.3915,19628.3,900.1,1323.41,3678.43,11229.73,142.45,242.4,240.74,20.589,98.64,125.12,413300.0,239.04,115.88,138.61,1702.0
97370.0,6.217239999999999,6.540590203240795,0.06508463066711892,6.596,5.879,7.463989407779113,4.787010592220886,71.04004781829049,4.850457151712373,79.49,3.394,19423.0,860.9,1328.73,3585.62,10971.22,138.2,265.25,232.9,19.039,95.65,121.39,406470.0,235.44,113.0,135.68,1672.0
85720.0,6.23308,6.591884018126827,0.06429763832510238,6.435,6.239,7.511316701744291,4.908483298255709,71.07462686567163,1.9730010384215957,81.23,3.403,19593.0,861.5,1336.08,3640.47,11164.78,142.48,268.21,237.5,18.712,97.42,122.2,406700.0,239.71,114.8,136.41,1668.6
31474.0,6.25404,6.634363399953469,0.06312664842676555,6.748,5.865,7.573507916971406,4.972492083028594,68.27204685974617,6.728826728826731,82.15,3.347,19411.0,865.4,1337.37,3719.04,11493.83,149.84,287.81,241.07,18.88,100.05,127.36,410705.0,245.2,118.01,141.61,1670.0
130920.0,6.2768999999999995,6.653692107652935,0.06281128515273655,6.972,6.138,7.6092938529299925,5.051406147070008,62.999658353262724,2.486355366889015,78.5,3.2755,19081.0,839.7,1328.23,3647.29,11271.75,151.76,282.94,236.41,18.337,97.5,124.13,401490.0,224.36,114.41,134.4,1636.2
81080.0,6.30962,6.709124091090945,0.05850114455249733,6.93,6.944,7.61690633883587,5.22529366116413,60.286028602860284,8.997668997669006,76.71,3.2855,19225.7,844.9,1337.06,3655.04,11254.11,150.77,276.01,237.45,18.48,98.17,122.28,399128.0,224.07,115.15,136.37,1633.4
123600.0,6.339780000000001,6.7526434616923385,0.0565173764756002,6.837,6.4,7.525253366577912,5.5202466334220865,55.09955302722471,3.6158861885002835,78.74,3.337,19293.5,856.5,1327.96,3693.23,11311.24,150.43,275.33,237.92,18.91,98.74,125.16,404485.0,226.41,113.78,140.41,1655.6
94310.0,6.360259999999999,6.8203906214319785,0.05505144355923355,6.47,5.975,7.496846512670109,5.7321534873298905,66.08658743633275,3.1698221457257425,83.49,3.4615,19404.0,899.0,1326.44,3757.99,11501.65,152.74,288.59,240.98,19.617,100.14,125.61,405375.0,237.05,117.31,142.82,1681.1
60250.0,6.38204,6.9752536027501355,0.05650810718504842,6.766,6.268,7.598505739224439,5.866994260775561,71.75680452456696,12.943722943722946,82.94,3.4585,18489.0,911.7,1247.74,3789.93,11637.79,153.72,300.8,238.95,19.48,99.28,132.61,407930.0,236.87,118.54,142.12,1675.7
42910.0,6.39888,7.0978299715578075,0.05354885424441653,6.874,5.714,7.687481607735432,5.980718392264567,74.55012853470437,13.675588708497877,84.45,3.4955,18872.4,914.5,1323.33,3855.93,11851.54,156.9,308.73,242.45,19.183,101.14,131.76,419869.0,242.85,122.19,146.09,1671.1
87550.0,6.40922,7.198471514395068,0.050111646842653415,6.868,6.355,7.774082249277215,6.069417750722786,70.65843621399175,19.814528593508495,85.73,3.5045,19538.9,912.6,1376.0,3899.89,11953.27,154.48,309.07,244.52,19.358,103.07,133.82,421339.0,243.63,124.66,148.02,1678.2
96570.0,6.4302600000000005,7.285475896795827,0.04533754471792431,6.76,5.684,7.8881132232366244,6.086486776763374,67.85392245266004,14.75022169671889,85.11,3.505,19802.4,896.1,1434.01,3873.33,11861.38,150.7,303.35,244.74,19.381,102.8,131.98,414537.0,240.13,123.53,146.29,1683.5
127210.0,6.456260000000001,7.4452488357503155,0.042600674540893196,7.014,5.186,8.138120113224687,5.994779886775314,75.4751461988304,21.093977305789945,85.1,3.48,19701.7,902.2,1472.64,3901.35,11927.49,152.37,303.75,245.38,19.269,102.91,129.29,417103.0,235.38,126.28,149.55,1677.3
137210.0,6.49238,7.701979784096421,0.04339267231756408,6.992,5.606,8.568467773021139,5.8323322269788616,83.16341392368192,32.70238788584741,88.48,3.5135,20222.5,904.5,1637.92,3946.01,12134.4,155.31,302.61,252.22,19.569,105.0,131.28,420500.0,224.12,128.55,151.47,1709.1
108830.0,6.522479999999999,7.791521355773895,0.047631421588023255,7.193,5.613,8.703217739670016,5.866382260329983,73.28028747433265,22.544378698224875,87.31,3.548,20175.5,883.4,1574.47,3932.69,12033.62,153.84,292.13,251.99,19.491,104.32,131.31,418700.0,218.13,126.82,153.13,1717.4
106170.0,6.551940000000001,7.861902685654835,0.04481467158758175,7.827,5.199,8.797104653014951,5.953895346985049,70.39889958734526,17.60764185913888,87.78,3.603,22395.3,904.2,1716.42,4110.41,12739.72,163.43,304.42,266.65,19.86,110.86,145.05,433062.0,236.53,136.45,168.96,1740.6
90500.0,6.585800000000001,7.882533041707937,0.04415241907960281,7.772,4.959,8.853076968662103,6.0227230313378985,64.84126984126985,14.359267734553782,86.79,3.5615,21365.2,877.5,1718.81,4067.36,12588.29,157.37,299.68,264.46,18.767,110.65,143.87,429819.0,233.57,133.27,169.15,1728.6
90500.0,6.6175,7.893527958368255,0.04265113582177166,7.752,5.358,8.90225731340911,6.0717426865908894,64.22955974842765,10.579730293340761,83.54,3.522,19317.4,866.5,1634.85,4006.18,12321.19,154.46,289.26,258.52,18.442,108.38,139.9,426850.0,227.44,129.82,162.06,1720.2
127190.0,6.65034,7.885600580157754,0.04294543629399919,7.764,5.462,8.930961206254654,6.134238793745344,64.16230366492145,0.19164430816405176,81.94,3.4265,19281.5,848.6,1629.51,3979.87,12259.39,155.96,283.7,258.09,18.26,109.45,137.14,422047.0,228.96,129.48,160.39,1727.8
103170.0,6.70538,8.024123567825791,0.046738462567055855,8.324,5.745,9.094393858812603,6.165706141187396,69.6452328159645,13.046834791559437,86.87,3.409,19952.7,822.3,1575.34,3924.26,12098.44,155.81,270.21,256.06,17.881,107.85,136.47,417940.0,226.11,127.51,160.32,1722.6
94240.0,6.77196,8.214566095852593,0.04698578602149183,9.114,5.999,9.299233400454991,6.240066599545009,72.86462530217565,19.478844169246656,86.61,3.405,20126.1,810.1,1585.48,3966.85,12274.62,157.96,277.16,260.4,17.666,109.74,139.37,424290.0,230.04,127.82,165.36,1709.3
86290.0,6.83692,8.354940542644501,0.045884900697705795,8.284,6.453,9.455104169823162,6.320295830176837,69.74275214373213,17.555383822771773,89.55,3.517,20043.9,831.6,1555.12,3955.0,12272.03,157.22,275.61,261.47,17.882,108.22,150.94,421308.0,223.56,126.77,162.93,1726.2
76600.0,6.89298,8.46064199762227,0.04564364189824378,8.249,6.741,9.56818542690077,6.424014573099231,63.96872844332029,8.62566074002884,91.64,3.556,19792.6,836.6,1523.34,3986.16,12342.7,158.91,277.7,262.97,18.287,108.94,154.68,429700.0,220.65,128.73,157.16,1736.3
31474.0,6.96274,8.597927844141921,0.04456682768047745,7.996,6.435,9.709736280099497,6.5309637199005035,67.1661237785016,2.6223392582839455,97.01,3.614,20295.8,855.8,1552.6,4030.61,12484.32,161.38,284.82,265.23,18.557,109.42,158.01,433300.0,224.57,129.79,159.17,1749.7
33980.0,7.025899999999999,8.705323560427779,0.044651065518533074,7.954,6.596,9.78332724785983,6.710972752140172,66.63076260232657,12.216320618058884,93.06,3.6985,20249.9,859.7,1508.08,4057.66,12605.17,163.62,288.09,268.09,18.746,110.34,162.6,436201.0,223.28,130.75,161.78,1749.8
31474.0,7.07452,8.80835070497735,0.044115443413908544,7.842,6.435,9.86480789261028,6.86559210738972,67.10554257804202,13.650139410837681,92.52,3.6965,21565.4,878.1,1695.37,4199.12,13143.58,170.03,296.07,278.85,19.12,116.65,179.13,448000.0,233.98,137.28,168.78,1771.4
72190.0,7.1325199999999995,8.883989058057757,0.04377228984970257,8.786,6.748,9.887630677105475,7.073569322894526,61.55303030303031,16.308154077038516,94.89,3.651,21365.2,870.6,1656.64,4140.77,12917.86,167.53,297.1,275.79,18.907,113.69,172.22,442210.0,229.61,133.8,163.26,1761.5
86530.0,7.1961200000000005,8.925683049125794,0.043850639844279,9.262,6.972,9.877134052801214,7.280265947198786,50.572785694328005,15.099321096303742,93.74,3.692,21517.2,877.7,1664.89,4128.73,12881.79,167.23,296.45,276.44,19.026,113.86,171.81,435730.0,224.55,133.62,161.11,1761.2
60480.0,7.2637,9.036654887721825,0.044449679685578884,9.127,6.93,10.001004401903044,7.338395598096958,71.02746066028999,23.01708747768427,90.23,3.6565,21416.3,869.4,1626.75,4137.99,12890.54,167.57,289.91,277.75,18.878,114.24,170.34,433650.0,226.54,133.22,163.05,1748.4
69810.0,7.33614,9.082707981918468,0.044951036257081134,9.042,6.837,10.040351754164236,7.455448245835764,65.45351151549613,6.259959025722739,90.77,3.6765,20831.3,889.4,1609.48,4228.48,13242.9,171.52,296.67,286.15,19.069,117.21,178.49,447155.0,241.16,138.23,167.96,1762.9
112100.0,7.392799999999999,9.098906753931011,0.04357218439572684,9.353,6.47,10.03653940903002,7.602860590969981,67.46776084407969,-0.7989635068019862,90.5,3.6405,23203.6,905.9,1846.51,4283.74,13505.99,174.15,302.87,290.17,19.464,120.17,187.73,457400.0,245.17,142.3,174.66,1771.2
88680.0,7.4639999999999995,9.121228791787779,0.043132866486000385,9.296,6.766,10.016602648449474,7.770797351550524,68.82661996497372,1.2819108140681434,88.11,3.5965,23338.0,920.0,1834.18,4274.04,13470.86,174.55,304.0,291.32,19.731,119.55,183.35,457278.0,241.15,142.1,174.85,1776.7
104090.0,7.546859999999999,9.153193593051197,0.043125517332058626,9.375,6.874,10.04931975952089,7.8385802404791125,71.87408061194468,3.174076531740777,86.53,3.6375,23856.8,932.0,1876.7,4305.2,13635.21,173.03,306.56,292.71,20.085,121.7,188.79,461300.0,245.69,144.78,179.47,1789.7
80220.0,7.609299999999999,9.087779194120243,0.04524308816822936,9.3,6.868,10.030997099812382,7.818302900187619,49.05104712041886,-6.682347909761576,89.41,3.634,24101.7,935.1,1900.25,4297.14,13667.18,173.19,309.32,293.47,20.272,122.08,190.32,455170.0,249.11,143.18,180.89,1798.1
68130.0,7.6724,9.038582395024822,0.04501189300094509,9.155,6.76,10.016697076573925,7.881002923426076,40.57251908396948,-5.679862306368322,92.09,3.6855,24398.7,960.9,1957.63,4280.15,13565.87,172.1,300.03,291.91,20.698,121.68,187.09,452697.0,249.3,143.55,180.5,1815.5
141750.0,7.745900000000001,9.013262026559465,0.04470648393547328,9.647,7.014,9.997081477862748,7.963118522137251,45.11771516788885,-5.343999999999993,94.34,3.7215,23935.3,960.7,1880.28,4207.27,13291.99,168.49,286.63,287.02,20.349,118.84,179.42,445302.0,242.7,140.64,177.49,1807.2
111810.0,7.81076,8.888452484011854,0.047266850318195525,9.336,6.992,9.96885837928862,8.01194162071138,36.78414096916301,-11.806451612903235,91.93,3.6665,23962.9,947.6,1853.46,4210.24,13378.32,169.24,294.36,289.16,20.742,119.7,180.97,442800.0,244.11,142.69,178.34,1813.7
88510.0,7.86026,8.726075178779261,0.04797637937726505,9.188,7.193,9.990884079220217,7.9778159207797845,26.514215080346148,-14.440196613872192,90.5,3.6065,23146.7,934.2,1702.8,4122.47,13008.17,164.92,283.33,282.3,20.482,116.63,170.86,440058.0,229.94,137.83,168.53,1812.3
117790.0,7.902800000000001,8.551140535890145,0.04564373651823977,9.244,7.827,10.042962334572534,7.900437665427469,25.065731814198116,-21.333056908883584,90.76,3.6065,23816.3,939.9,1778.42,4140.06,13159.16,164.87,290.42,280.32,20.614,117.3,177.93,439167.0,233.49,139.41,170.25,1805.2
111700.0,7.94918,8.476195838060892,0.04702494244742941,9.329,7.772,10.079414927981706,7.791785072018296,32.8358208955224,-13.624678663239076,89.01,3.575,23308.2,926.1,1737.71,4145.19,13207.69,165.35,288.17,282.91,19.842,117.47,189.89,439529.0,226.78,140.8,167.11,1791.2
102540.0,7.99164,8.421704170666908,0.04702396488726399,8.728,7.752,10.066691153688886,7.690508846311114,34.50815360336665,-11.602089682194173,88.54,3.503,22612.1,926.0,1606.94,4151.94,13311.04,165.81,308.63,283.65,20.122,118.19,192.15,442149.0,229.91,142.57,170.57,1806.9
134210.0,8.0279,8.397749682871998,0.04710411422240614,8.768,7.764,10.047892052653328,7.623207947346675,38.305709023941084,-10.579835569017737,90.66,3.4845,22820.8,890.1,1618.08,4155.17,13253.26,166.13,307.4,282.47,19.894,118.08,188.93,443450.0,226.73,139.52,168.8,1776.4
106080.0,8.0472,8.291326654737844,0.04696329134439279,8.874,8.324,10.076656301971568,7.460843698028434,24.91599896614113,-17.397363061421377,94.42,3.5335,22988.6,906.4,1631.48,4091.19,12901.6,160.01,300.59,274.82,20.139,115.13,185.26,439180.0,221.42,134.16,160.19,1789.7
104020.0,8.084159999999999,8.290045630932022,0.04566982544365661,8.202,9.114,10.010000514476413,7.420499485523588,37.26723095525996,-5.098533455545374,93.89,3.559,23271.2,903.5,1630.1,4118.63,12940.78,161.51,297.28,278.01,20.362,114.86,184.41,444650.0,226.21,135.39,159.93,1787.7
77770.0,8.11682,8.28065399540402,0.042493784216251565,7.833,8.284,9.943760802033342,7.380039197966657,38.13412521653055,-6.147354014598561,98.62,3.5875,23774.3,891.6,1720.77,4130.29,12947.98,162.51,297.15,280.74,20.197,116.32,181.63,451700.0,224.9,134.95,159.1,1781.8
89240.0,8.150799999999998,8.258091842264939,0.04254364284821476,7.589,8.249,9.85626147718416,7.343438522815839,36.39705882352941,-8.33896777101646,96.42,3.497,23850.0,878.6,1726.01,4072.43,12717.87,157.35,280.9,276.41,19.868,114.22,179.84,442000.0,226.02,122.28,160.72,1769.2
105220.0,8.18692,8.30361617422418,0.04312132021605945,8.064,7.996,9.774965852750233,7.350134147249762,41.22310305775763,4.291636186296022,97.26,3.449,22958.3,877.2,1636.01,4023.61,12601.47,156.79,274.82,268.74,18.6,113.06,177.9,436100.0,226.75,120.97,169.58,1719.1
146560.0,8.223980000000001,8.383829070497383,0.04339990045844438,8.122,7.954,9.733236940451683,7.358863059548319,51.187270501835975,12.664368696540262,94.98,3.4065,21248.7,864.4,1450.7,3921.05,12086.9,151.6,258.86,251.9,18.535,105.02,165.33,428644.0,213.91,114.81,159.15,1717.7
79050.0,8.2568,8.41262459811317,0.04369735511531885,8.266,7.842,9.560978093034977,7.423521906965023,47.7087694812747,12.9397812623534,96.7,3.375,21301.9,869.3,1438.52,3966.84,12328.41,152.95,268.43,258.83,18.328,107.51,170.24,432579.0,218.51,121.14,166.65,1719.1
86580.0,8.28396,8.379143890711145,0.03858818308409081,7.706,8.786,9.433799355940248,7.436600644059751,42.56949004158459,1.6245039682539764,94.7,3.3605,22675.2,867.2,1534.85,3961.63,12396.47,154.09,272.24,260.36,18.617,107.9,173.19,429562.0,220.44,122.42,169.27,1727.4
84550.0,8.31086,8.29235252290943,0.037937821313741286,8.283,9.262,9.335585000182661,7.397514999817338,45.475800794949734,-3.779857178034962,96.35,3.3105,23153.0,858.7,1575.68,3998.95,12619.41,155.35,271.71,264.84,18.719,114.34,180.5,430900.0,223.88,124.63,183.17,1713.4
75270.0,8.33352,8.231836750154134,0.03799793811415239,8.229,9.127,9.195915883255097,7.402684116744901,50.82665330661322,-4.439874183401882,102.26,3.3395,23215.2,846.5,1520.64,3959.9,12439.68,153.04,247.5,262.27,18.668,113.9,178.07,429200.0,216.44,122.77,183.09,1700.2
58010.0,8.33904,8.065400327053498,0.04145215421914626,8.134,9.042,9.089686193797252,7.291013806202745,45.1189682010229,-7.215157020503504,104.22,3.3045,23410.2,858.9,1543.5,3936.69,12249.42,151.0,245.53,259.53,18.713,113.81,169.92,425110.0,201.63,118.21,175.78,1710.7
52890.0,8.34932,7.960261815199114,0.04138663690240681,8.554,9.353,9.053879053218598,7.192220946781403,41.98401504466383,-10.877701315948329,102.6,3.3575,22525.8,856.0,1584.77,3830.85,11877.5,147.07,240.55,254.25,18.84,109.03,161.01,414450.0,190.92,113.76,167.23,1710.2
49320.0,8.352640000000001,7.801144612860789,0.04257499587620459,8.825,9.296,9.053117248648949,7.008782751351053,37.14531384350816,-15.834244744197346,97.59,3.2425,20825.1,830.9,1231.03,3863.16,11983.62,150.17,240.07,256.72,18.594,111.78,157.62,418349.0,189.11,113.55,164.7,1703.6
69080.0,8.34258,7.6026608262668205,0.0434359312354965,8.571,9.375,9.062925778018725,6.762674221981275,32.175502742230336,-19.95328251782641,95.78,3.213,20586.0,817.3,1192.75,3790.38,11768.4,148.47,238.31,254.08,18.225,110.37,153.72,412600.0,174.78,110.63,158.05,1705.8
67360.0,8.33452,7.446713006841156,0.04363870453988448,8.195,9.3,9.115400031017057,6.548899968982944,37.42400360279214,-22.971709141921902,96.3,3.326,20250.0,837.8,1115.83,3801.78,11728.53,145.49,237.04,252.72,19.194,111.35,151.64,417250.0,176.56,110.4,163.49,1735.5
73230.0,8.311079999999999,7.227372544250209,0.04577532694345965,7.815,9.155,9.259031774797348,6.224068225202654,24.48104693140793,-31.773371104815862,95.84,3.291,19330.9,828.1,1038.56,3818.8,11744.99,145.86,233.07,253.67,18.958,114.02,150.82,416449.0,174.45,109.22,163.27,1724.8
70940.0,8.28092,7.08762292205787,0.045568366785807314,7.899,9.647,9.32331746825714,6.032782531742859,29.576561163387495,-26.27464706568662,104.09,3.431,19963.2,860.7,1096.43,3854.43,11860.28,144.87,234.34,264.51,19.132,115.68,151.52,417900.0,177.34,111.75,162.88,1731.7
70940.0,8.24616,6.92552708789512,0.04581562831548167,7.15,9.336,9.365739581317397,5.787360418682603,28.42170160295929,-26.369737644905435,104.79,3.5275,21611.2,882.8,1216.33,3899.38,12125.69,147.04,250.76,267.66,19.236,119.35,158.38,421800.0,186.98,115.54,170.88,1742.3
127670.0,8.21706,6.828830612834333,0.04697708497820033,7.382,9.188,9.342230018804377,5.6283699811956245,26.035251645784655,-19.42418426103648,102.73,3.577,21637.8,865.8,1238.15,3902.62,12109.05,146.35,244.54,268.4,19.188,118.78,158.58,419200.0,189.27,116.33,172.19,1739.7
73510.0,8.17198,6.625933595475204,0.05119649622134576,6.926,9.244,9.36278052115514,5.332219478844859,18.27751196172248,-30.24433472591468,98.53,3.4125,20561.1,840.9,1186.45,3845.08,11852.59,142.92,231.73,266.21,19.159,114.57,151.3,414148.0,184.06,114.33,169.77,1736.5
106970.0,8.1201,6.488097657709788,0.052014867490399234,6.511,9.329,9.380365728707792,5.117034271292207,22.63533037950299,-19.86013986013986,108.43,3.62,19262.9,871.3,1058.94,3825.33,11585.68,138.93,227.26,259.58,19.667,108.74,145.23,415850.0,179.95,109.56,160.03,1801.5
182580.0,8.0463,6.324390325754436,0.051690095035928335,6.589,8.728,9.326942365896238,4.884557634103759,22.944737355985154,-26.523977241939846,105.76,3.7295,19926.6,895.3,1069.05,3785.38,11503.72,136.72,224.47,256.83,20.352,108.96,151.59,408950.0,174.87,106.21,161.25,1807.3
82210.0,8.01058,6.3510995064076,0.06459383449897048,6.021,8.768,9.190442923207554,4.847957076792447,38.67583834909716,-6.179613052266819,109.78,3.7985,20111.3,909.9,1099.51,3818.83,11658.26,139.23,228.49,260.26,20.738,111.7,155.42,411050.0,178.36,108.92,163.94,1817.5
31474.0,7.97662,6.381853428498738,0.06455571038770806,6.319,8.874,9.054862070784722,4.825237929215276,38.347164591977865,0.6143449546920587,111.76,3.7965,20278.0,908.3,1143.97,3821.55,11637.77,137.44,232.66,256.48,20.806,112.01,159.82,412170.0,179.6,107.4,160.68,1821.2
