Google_Vol.,Google_Price_MA_50,Google_Price_EMA_12,Google_Price_Volatility_30,Google_Price_Lag_7,Google_Price_Lag_30,Google_Price_BB_Upper,Google_Price_BB_Lower,Google_Price_RSI_14,Google_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
27430000.0,133.88139999999999,133.23235470088449,0.014070501020937954,135.66,135.07,140.21266620229397,129.95233379770605,36.703431372548984,-2.1366257577997816,2.497,78.89,3.8305,26436.2,935.1,1679.93,4436.01,15148.06,181.12,236.86,327.0,24.71,471.16,537150.0,427.55,135.52,294.24,1948.1
22030000.0,133.93400000000003,132.59353090074842,0.014744574377782229,136.17,135.24,140.61975576373771,129.07924423626224,32.83991228070174,-4.001189944965045,2.56,80.35,3.7825,26039.9,921.4,1634.29,4387.55,14908.96,177.23,233.19,322.46,23.763,456.68,531840.0,413.17,134.25,287.6,1926.0
23970000.0,134.0198,131.9437569160179,0.014311395202528531,135.88,132.43,140.61157915227798,128.120420847722,25.38860103626945,-5.450394048758933,2.632,80.72,3.7465,26126.0,910.4,1667.6,4399.77,14936.69,175.84,231.28,321.88,23.659,469.67,534700.0,408.29,134.68,289.9,1923.0
30500000.0,134.0798,131.25394815970745,0.014100224202584569,134.57,134.17,140.51584633861836,127.14115366138162,24.859075535512957,-6.044523072386854,2.551,81.25,3.706,26053.2,916.25,1661.26,4369.71,14694.84,174.49,215.49,316.48,22.733,432.99,535817.0,404.53,133.22,283.25,1916.5
33060000.0,134.2348,131.0487253659063,0.013904774747136778,131.01,130.86,140.13748853728438,126.77151146271562,36.00628930817607,-4.5898509216420695,2.621,80.39,3.6915,26635.7,900.15,1683.89,4370.36,14715.81,174.0,219.22,316.88,22.715,433.43,535821.0,403.0,133.98,285.09,1915.2
24920000.0,134.3632,130.68738300192072,0.01383691602664869,129.88,132.31,139.61382393155395,126.35517606844599,35.230769230769184,-5.284074183102739,2.592,79.38,3.6575,28726.3,891.3,1807.81,4404.33,14876.47,176.57,225.6,320.4,22.535,434.86,537497.0,415.45,135.07,294.29,1928.3
19650000.0,134.4466,130.54778561700985,0.01372654614865252,129.78,130.54,139.1711691350652,126.10483086493474,34.45770627919043,-3.559485769487991,2.659,80.99,3.6675,29195.3,892.2,1828.98,4437.86,15037.65,177.45,232.96,321.86,22.656,439.4,538107.0,423.7,137.67,301.95,1935.2
24700000.0,134.297,130.66812629131604,0.01359548382846374,132.37,128.57,138.86682385738644,126.00817614261356,39.5461129888943,0.24425616365164604,2.795,82.51,3.7255,29426.7,906.8,1845.51,4489.72,15205.58,179.46,239.76,324.04,22.708,437.53,543150.0,427.78,140.57,306.19,1944.0
19590000.0,134.15820000000002,130.49764532342127,0.013349165728062915,129.08,131.11,138.25651007629784,125.88248992370215,34.956759217114296,-0.2463812750230887,2.77,83.19,3.719,29420.8,914.6,1848.88,4464.05,15028.07,177.79,242.65,321.01,22.743,408.55,542900.0,421.66,138.41,301.64,1946.6
20070000.0,134.04,130.37339219674107,0.01329840299872521,128.37,130.25,137.6585391270316,125.81146087296838,35.80926180651079,-0.06934812760055475,2.763,82.82,3.765,29449.0,914.8,1852.46,4468.83,15128.84,177.97,245.34,322.93,22.821,423.88,543680.0,429.98,138.56,305.74,1948.9
