Platinum_Vol.,Platinum_Price_MA_50,Platinum_Price_EMA_12,Platinum_Price_Volatility_30,Platinum_Price_Lag_7,Platinum_Price_Lag_30,Platinum_Price_BB_Upper,Platinum_Price_BB_Lower,Platinum_Price_RSI_14,Platinum_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
22354.0,1041.147,981.3013811910919,0.01769447266569675,996.8,1138.7,1023.7737049936396,951.7462950063604,40.35181236673772,-4.391177359250687,2.543,75.72,4.039,20361.8,1438.5,3918.32,11995.88,150.59,172.92,252.32,20.025,92.32,234.36,461030.0,297.78,92.25,181.69,1834.6
18660.0,1038.633,975.0396302386163,0.017241383957081725,978.6,1107.6,1024.880278116489,943.9597218835106,41.434044882320755,-4.701114488348523,2.551,76.66,4.027,21710.8,1533.04,3992.01,12215.33,152.87,182.0,253.7,20.005,94.25,241.81,472002.0,311.79,93.92,184.97,1818.6
22354.0,1035.545,969.079687124983,0.017228857180808414,977.1,1105.7,1019.9803270392217,939.589672960778,36.904761904761884,-4.136377598034202,2.687,77.58,3.975,22197.8,1561.78,3986.37,12152.17,151.6,187.71,254.15,20.054,93.86,232.88,471500.0,308.47,93.55,184.51,1820.0
22300.0,1033.617,970.5443506442164,0.019534986399155983,970.3,1097.3,1018.3222401159204,939.4677598840798,48.78048780487806,-1.8258426966292096,2.572,80.46,4.0885,22410.0,1565.84,4048.42,12302.48,153.83,193.81,256.87,20.984,95.13,235.54,480215.0,312.03,93.75,184.9,1854.6
21490.0,1031.549,971.9067582374139,0.018662913734433698,997.3,1059.6,1015.4632096927638,939.9567903072358,46.77187948350072,0.08174943797261136,3.009,79.68,4.067,22354.4,1568.89,4045.64,12290.81,151.03,197.79,255.29,21.238,93.65,238.9,473256.0,315.18,94.9,185.25,1854.6
15430.0,1029.473,970.5672569701195,0.018834193483251938,1004.9,1054.0,1012.1521688191432,939.3478311808568,44.576116681859624,-1.4225770136117033,2.765,78.16,4.076,23465.4,1647.38,3981.35,12044.87,145.91,190.9,251.11,20.766,92.0,233.14,466790.0,311.88,92.13,174.53,1840.5
22354.0,1026.6090000000002,969.2184482054857,0.018657665986266666,962.2,1065.5,1011.1732116183691,937.9567883816308,46.4608076009501,-0.8760177264763525,2.811,77.69,4.16,23642.2,1666.09,3951.39,11938.57,145.31,202.77,246.27,20.959,90.36,226.98,462435.0,313.48,92.17,173.42,1845.4
20190.0,1023.337,967.107917712334,0.017642496226242192,949.3,1027.5,1011.326320948193,936.1636790518068,39.501779359430614,-4.191316554697677,2.747,77.05,4.0895,23130.5,1604.69,3970.15,12042.12,147.41,205.71,249.42,20.961,90.06,232.16,463525.0,322.13,94.23,174.94,1836.7
22354.0,1019.8549999999999,963.2297765258211,0.01740612611659318,940.6,1005.1,1011.6194266110725,931.8105733889273,40.44768349817803,-6.269280525425414,2.731,75.68,4.011,23494.1,1633.66,3982.24,12057.79,147.92,207.63,250.16,20.67,89.87,235.01,461912.0,323.03,93.76,169.54,1824.9
22354.0,1016.253,954.6713493680024,0.01850486472275313,936.3,1002.9,1016.5337547929806,919.2662452070193,34.54868830591374,-5.674495946788616,2.451,76.32,3.952,23191.5,1608.24,3970.04,11969.65,146.71,196.88,249.22,20.81,89.13,232.86,461705.0,317.15,93.5,170.39,1809.2
0.0,1013.7909999999999,953.214218696002,0.020002922576913253,978.6,1016.8,1013.662635893218,917.367364106782,45.09190457567464,-0.4318971874012312,2.314,75.39,4.059,23936.3,1650.52,4012.32,12180.14,149.4,202.07,254.77,21.306,90.89,236.64,459375.0,323.65,95.82,172.04,1818.8
0.0,1011.78,953.1812619735402,0.02004662152436052,979.4,1007.4,1011.162862731741,916.4671372682589,40.63424947145879,1.3183074633212888,2.174,73.95,4.1905,24186.6,1643.39,3991.05,12066.27,148.91,200.86,251.51,21.677,91.65,207.54,460012.0,334.88,95.79,171.12,1833.3
0.0,1009.455,952.0072216699186,0.019590765167184197,963.2,1029.0,1009.8693436725084,914.6456563274915,37.444467950074035,0.9879312186265032,2.177,76.16,4.2255,24450.7,1659.41,3997.34,12060.3,148.48,197.37,252.67,21.89,91.79,206.55,458495.0,337.5,94.58,172.08,1842.5
0.0,1006.317,947.298418336085,0.019306793247127457,961.8,996.4,1006.5217188883216,910.4532811116783,40.63360881542698,-5.845084815041901,2.352,76.34,4.1085,24573.5,1693.96,4079.09,12358.18,152.55,208.31,258.06,21.715,94.35,213.88,467373.0,347.96,97.2,172.88,1840.4
0.0,1003.6429999999999,944.7909693613026,0.019378821948718004,955.5,1003.1,1004.6599596916157,907.5550403083845,45.73426573426575,-4.941801102715948,2.485,78.49,4.1355,23539.6,1640.66,4090.41,12442.48,153.71,202.04,262.15,21.71,95.51,220.02,467295.0,350.71,98.15,172.44,1842.0
0.0,1000.197,940.6385125364868,0.019496266472245758,941.9,1002.4,1003.506075758266,902.7789242417339,44.79452054794519,-4.713455149501666,2.555,78.59,4.0105,24327.9,1675.43,4147.6,12687.89,155.33,214.24,269.32,21.572,96.94,227.64,469045.0,361.42,101.16,177.16,1834.2
22354.0,997.117,940.4172029154888,0.01987005738075819,907.6,985.5,1001.6400605318069,901.5349394681931,50.61414654807286,-2.3497608650447033,2.652,79.06,4.075,22198.5,1555.46,4136.13,12590.89,153.2,209.25,272.17,21.873,94.68,229.71,472500.0,359.96,99.7,179.48,1854.0
0.0,994.185,943.3376332361829,0.020154650219807002,945.2,971.9,995.1134814142354,904.2715185857649,45.514018691588774,0.40816326530612734,2.499,80.14,4.0575,21772.6,1505.84,4137.29,12502.31,153.85,194.64,271.32,21.852,94.61,217.88,476500.0,358.57,99.54,179.43,1851.9
0.0,991.257,944.6395358152316,0.020088767436838746,953.0,982.5,984.3559147432352,909.7190852567649,43.75,1.0510669922497051,2.607,79.72,4.0165,21635.0,1513.82,4090.46,12304.92,151.01,196.89,263.1,22.075,94.57,212.65,472250.0,347.36,97.61,174.15,1862.8
0.0,988.587,947.6488379975037,0.020245425666982314,945.55,983.9,984.6372666659506,909.6377333340495,50.23041474654379,6.236227412957263,2.492,78.06,4.097,21792.5,1545.35,4081.5,12381.17,150.87,207.32,263.62,22.143,95.01,223.37,466020.0,362.5,98.24,177.92,1866.2
0.0,985.557,953.7336321517339,0.020660294494422905,921.4,992.9,990.6020014087148,907.462998591285,55.3227158424141,4.4435040203131715,2.477,78.47,4.0355,22964.6,1650.99,4117.86,12495.38,151.92,201.29,266.73,22.42,99.37,222.05,467999.0,366.83,100.05,183.43,1877.4
0.0,983.1289999999999,958.7284579745441,0.02063087439547336,931.0,987.0,995.8320625244581,906.7929374755419,56.579511358765544,3.483735571878288,2.664,77.14,4.0805,23251.7,1671.4,4164.0,12728.27,154.65,196.81,267.56,22.177,107.64,221.73,474555.0,362.95,102.11,191.62,1871.7
22354.0,980.507,961.1702336707681,0.020655815935413806,917.8,976.7,998.3193299870351,908.1356700129653,57.06874189364462,3.0722859711279193,2.535,74.11,4.035,22761.8,1613.72,4111.08,12464.51,151.73,194.76,256.77,22.237,102.9,210.89,467000.0,361.48,102.18,186.06,1866.2
0.0,978.1669999999999,964.1132746444962,0.020325471017187312,939.2,996.8,998.6116445835428,908.0133554164572,67.93290577207694,6.39244627740394,2.48,73.39,4.0565,23431.2,1663.79,4136.48,12573.36,154.5,189.98,258.35,22.405,104.78,211.0,466755.0,365.9,103.39,186.53,1862.9
0.0,977.627,974.6496939299583,0.022263164822366396,959.4,978.6,1012.5624328502932,899.3825671497069,70.10119595216187,10.912996777658424,2.522,75.88,4.091,23427.6,1641.71,4179.76,12803.14,150.82,188.27,264.6,23.615,107.74,217.09,472115.0,366.89,112.91,188.77,1916.3
0.0,976.5809999999999,978.8112794791955,0.023010731201799323,951.8,977.1,1018.0309522453855,897.7640477546146,60.124740124740136,9.141425147090887,2.536,76.41,4.111,23725.6,1642.1,4119.21,12363.1,145.43,181.41,252.75,23.609,100.43,209.43,470606.0,361.99,105.15,153.12,1927.8
21970.0,975.693,985.3172364823962,0.023194695590267007,964.2,970.3,1027.3212792703562,894.4037207296437,64.96335908100616,8.720187393526402,2.741,78.87,4.226,23125.1,1585.27,4076.6,12101.93,144.29,173.22,247.81,23.836,98.84,195.37,473000.0,353.86,103.13,148.97,1929.5
0.0,975.555,990.7453539466429,0.022676189467856402,987.2,997.3,1035.6533818687342,892.5816181312659,71.6783216783217,6.378986866791747,2.731,77.9,4.202,22832.2,1566.5,4017.77,11912.39,143.0,166.66,242.71,23.733,96.94,191.62,465040.0,353.11,100.55,147.06,1922.9
0.0,975.789,994.7537610317747,0.022656850092280065,986.2,1004.9,1042.2850409755927,893.4399590244072,69.23766816143497,6.8291657911325965,2.849,79.68,4.2225,23074.6,1597.6,4070.56,12166.6,145.93,177.9,248.16,23.534,99.37,203.65,470000.0,360.77,102.24,151.74,1936.6
0.0,976.1909999999999,999.0993362576555,0.0211541893369377,974.6,962.2,1046.2549720549296,901.0100279450705,74.35185185185186,6.098319850653389,2.848,81.01,4.2675,23016.0,1602.55,4060.43,12051.48,143.96,160.27,248.0,23.937,97.52,198.02,469960.0,364.87,99.22,147.3,1937.6
0.0,976.7770000000002,1006.3302076026316,0.0212553481349424,980.3,949.3,1056.794419624237,900.5605803757629,74.55213596692695,5.966369529983773,2.915,80.15,4.2445,23055.1,1611.2,4016.22,11814.69,141.86,144.43,240.61,23.846,95.22,193.23,471658.0,367.96,97.18,141.5,1950.3
0.0,977.965,1015.6332525868421,0.02131964005164466,1032.6,940.6,1070.7502728622378,897.9847271377622,74.61044912923923,8.172784425065904,3.057,80.13,4.2485,22632.5,1556.15,4016.95,11846.65,142.53,143.89,242.04,23.665,97.7,192.65,471000.0,363.83,96.32,143.14,1943.1
0.0,978.5110000000001,1021.8896752657895,0.021417817360836956,1001.7,936.3,1079.9326326001049,899.8773673998952,73.6318407960199,8.38292632875024,3.222,81.62,4.2565,22915.5,1626.53,4019.81,11872.54,141.11,143.75,242.58,23.481,99.79,191.93,469600.0,357.42,97.52,143.27,1936.2
0.0,979.539,1025.8758790710526,0.020072628289278107,1021.1,978.6,1083.714761807043,908.735238192957,69.24493554327807,6.885647250841576,3.174,81.64,4.2515,22677.2,1659.98,3972.61,11619.03,137.87,133.42,240.22,23.86,98.02,178.39,469645.0,342.5,97.25,139.37,1928.2
0.0,980.2990000000001,1028.2180515216598,0.02013622818733528,1020.6,979.4,1085.7250399538125,917.7349600461873,63.41463414634144,0.8231648266511682,3.275,80.61,4.2315,21081.2,1551.62,3898.85,11295.67,135.27,127.17,231.93,23.791,93.05,167.65,461950.0,315.78,93.68,136.15,1923.9
0.0,981.125,1030.5998897490967,0.01982170364575111,1016.8,963.2,1084.0260214612827,932.0239785387173,64.19753086419753,4.192872117400426,3.311,79.8,4.2345,20670.6,1511.31,3928.86,11410.29,135.21,128.78,235.81,23.569,91.12,173.77,466260.0,326.33,95.46,133.02,1907.0
0.0,982.3530000000001,1033.1075990184663,0.019804897395803794,1023.0,961.8,1083.9435425991026,942.8764574008977,68.62442040185474,2.526686906277553,3.586,80.45,4.223,21137.1,1564.67,3990.97,11557.19,135.94,131.49,240.35,23.978,91.29,177.02,476000.0,326.22,96.05,135.36,1907.2
0.0,984.365,1039.1679684002406,0.020095156446460632,1046.1,955.5,1089.50142224693,948.6285777530701,71.54205607476636,5.085243974132858,3.419,80.11,4.216,19927.0,1450.86,3999.09,11541.48,134.76,122.4,239.23,24.279,92.12,168.99,481021.0,332.82,98.12,136.98,1921.7
0.0,986.401,1046.1113578771267,0.01982977851502295,1066.8,941.9,1094.3912418488878,956.9887581511124,64.89913544668589,6.638473642800946,3.695,78.65,4.1965,18851.3,1416.08,3983.17,11459.61,133.41,123.56,238.51,23.914,91.13,165.11,482860.0,330.13,95.27,136.71,1898.8
0.0,988.409,1051.986533588338,0.01826690672405493,1056.3,907.6,1098.7413304070626,964.6486695929372,78.96213183730708,5.992179863147595,3.671,77.68,4.166,17942.3,1389.84,3969.61,11402.52,133.49,123.22,235.77,23.481,91.52,160.01,483990.0,327.26,95.09,132.89,1878.9
0.0,990.321,1057.603989959363,0.017006191086143464,1047.8,945.2,1104.9488523070138,968.5711476929862,76.45211930926212,4.053149794474731,3.639,75.37,4.0775,17439.1,1335.13,3919.25,11205.78,130.73,118.85,228.85,23.665,88.42,159.09,479420.0,327.54,89.87,132.99,1876.5
0.0,992.553,1063.9110684271532,0.017014293839074258,1041.1,953.0,1111.5439577571435,973.2160422428564,78.46715328467147,2.9808773903261976,3.91,74.92,4.0265,17180.1,1320.51,3892.09,11108.44,130.15,119.77,227.12,23.871,88.02,156.28,478385.0,315.17,87.36,129.47,1877.8
0.0,995.105,1070.1247502075912,0.016844209140782985,1043.7,945.55,1115.547603270626,982.182396729374,81.49748020158385,4.544163589889227,3.71,74.04,3.911,16950.9,1269.14,3895.08,11040.35,129.62,113.06,224.93,23.982,87.34,148.59,481955.0,315.55,86.08,130.02,1869.7
0.0,996.5609999999999,1070.0440194064233,0.017245299429847673,1046.9,921.4,1112.1808587783364,994.4791412216634,63.91875746714453,2.080549723229619,3.72,73.92,3.821,16829.8,1250.95,3808.1,10741.22,125.02,110.34,222.31,23.424,86.2,142.65,473660.0,309.7,83.12,126.94,1840.6
0.0,998.835,1073.4680164208198,0.017470962027266272,1072.5,931.0,1116.7728765927616,995.8571234072385,63.83233532934131,4.917875324176357,4.172,73.1,3.7405,16852.1,1256.92,3852.97,10914.8,126.36,113.64,229.1,23.964,88.08,147.49,476260.0,309.41,85.14,127.37,1859.0
0.0,1001.159,1076.5190908176166,0.01709848665402317,1084.3,917.8,1117.7003917011061,1004.0896082988938,58.995247793618454,4.752323464597108,3.988,77.12,3.7665,16674.2,1214.57,3824.14,10862.64,125.07,108.1,239.58,24.236,89.12,143.15,469525.0,294.95,85.82,124.74,1846.1
0.0,1003.411,1077.5007691533679,0.017001592666009778,1084.3,939.2,1118.3466844555282,1009.6233155444719,59.03532608695656,3.4387238513707175,4.475,80.47,3.813,16607.2,1199.8,3839.5,10939.76,129.93,123.18,239.82,24.04,88.23,146.14,468711.0,294.88,84.0,120.34,1826.2
0.0,1004.765,1075.5775738990035,0.01713780043650236,1088.5,959.4,1116.5874729340242,1015.8225270659758,55.49169859514688,-0.6993006993006978,4.559,78.61,3.8265,16636.4,1200.84,3849.28,10951.05,129.61,121.82,241.01,24.25,88.45,146.03,468725.0,291.12,84.18,120.26,1826.0
0.0,1005.063,1066.9964086837722,0.01899788156811137,1098.6,951.8,1116.1323770216773,1016.5776229783228,44.54126089185034,-5.948538227427836,4.709,78.6,3.8425,16546.2,1189.98,3783.22,10679.34,126.04,112.71,234.53,23.84,86.02,140.36,459800.0,276.88,81.82,115.62,1815.8
0.0,1006.4730000000001,1061.720038117038,0.018990759014119136,1104.3,964.2,1115.001543951474,1018.6784560485257,47.32229795520934,-4.758830581942264,5.282,79.77,3.8405,16706.1,1211.6,3829.25,10822.51,130.03,109.1,236.96,24.217,87.39,141.21,461955.0,284.17,83.04,116.88,1823.1
16450.0,1008.079,1056.77849379134,0.018576164500486464,1069.6,987.2,1116.195401919897,1015.8345980801028,45.78665367754502,-5.411116214974743,4.98,79.34,3.809,16779.1,1220.03,3844.82,10985.45,131.86,123.15,238.73,23.92,89.23,152.06,463400.0,294.96,85.25,118.04,1804.2
20620.0,1008.959,1045.6741101311338,0.02033307743370954,1092.3,986.2,1123.8910587042324,999.9189412957679,30.44058744993326,-10.37684325505187,4.928,78.45,3.757,16820.6,1217.57,3822.39,10956.14,132.23,125.35,238.19,23.622,87.76,153.39,458700.0,297.75,83.79,117.12,1795.3
15630.0,1010.2729999999999,1038.9550162648054,0.020448472552990576,1093.3,974.6,1126.7186418764995,991.6613581235005,32.13200173686498,-9.263787014398261,5.238,78.24,3.81,16831.8,1213.85,3878.44,11235.88,135.45,137.57,244.43,24.194,89.58,165.01,467600.0,297.96,86.77,119.76,1825.4
22354.0,1010.9609999999999,1034.9619368394508,0.020510662904781398,1082.9,980.3,1127.9426871907203,986.9573128092798,35.22585992540408,-5.291697830964837,5.216,76.23,3.799,16902.8,1217.2,3821.62,11072.42,132.3,137.8,241.8,24.271,89.02,160.85,457400.0,288.19,85.19,117.09,1825.4
19450.0,1011.127,1027.6908696333815,0.018547455195183915,1065.0,1032.6,1131.6379715415,977.9220284585003,30.792682926829286,-9.576123775519541,5.71,75.89,3.783,16441.3,1167.8,3817.66,11084.59,132.37,149.87,240.45,23.199,88.44,162.54,455280.0,288.3,84.92,114.48,1797.7
17570.0,1011.863,1023.4307358436304,0.017895516970445106,1019.8,1001.7,1133.1738917116265,972.0161082883736,31.36810279667425,-8.5337967620964,6.303,74.45,3.7615,16629.6,1166.7,3852.36,11243.72,134.51,150.23,244.69,23.328,90.26,165.71,454620.0,290.71,87.86,119.43,1800.2
18870.0,1012.891,1021.8567764830718,0.01770092275390485,1032.7,1021.1,1133.3775987409938,968.4424012590058,33.25983094450572,-6.436420722135017,6.589,76.25,3.763,17356.1,1266.32,3895.75,11345.22,136.5,157.67,249.01,23.305,90.86,169.52,457460.0,290.41,88.45,116.15,1787.8
17280.0,1014.555,1024.4480416395222,0.018291709919219447,1029.6,1020.6,1131.208615384283,967.2313846157167,44.12324077596047,-2.469483568075115,6.22,77.27,3.878,17796.4,1307.3,3995.32,11740.92,143.21,156.8,257.22,24.136,95.07,176.74,468020.0,317.83,91.58,121.59,1818.7
22354.0,1016.495,1026.6714198488264,0.018272652695002188,984.6,1016.8,1127.347656420415,966.5523435795852,38.89351081530785,1.8729162580898295,6.733,75.19,3.842,17778.6,1320.76,4019.65,11834.2,145.47,160.95,256.92,23.99,95.63,180.72,472000.0,320.34,92.49,120.15,1825.5
20370.0,1018.5029999999999,1023.7988937182378,0.019073850270762634,1002.0,1023.0,1123.3110766261248,962.9589233738752,34.22123566407697,-2.391788515541793,6.416,73.44,3.8005,17210.4,1275.02,3990.56,11706.44,144.49,167.82,252.51,23.403,93.31,175.35,471080.0,315.18,90.55,114.71,1792.3
21300.0,1020.323,1025.7067562231243,0.019321014907183437,1013.0,1046.1,1117.826378847587,963.213621152413,41.895175286358906,0.641025641025661,6.082,71.5,3.8785,17125.7,1262.86,3934.38,11563.33,142.16,179.05,245.42,23.717,92.83,170.01,463000.0,320.01,89.09,115.9,1810.7
13250.0,1021.555,1023.9980244964898,0.019300472335469714,987.7,1066.8,1109.3492976536804,963.29070234632,41.363947909527084,3.0469226081657474,5.82,72.06,3.8835,17225.7,1280.29,3963.51,11637.5,142.65,173.44,247.4,23.246,93.71,171.69,462780.0,310.26,90.35,115.33,1801.5
18890.0,1022.8739999999999,1022.0752514970299,0.019238859307951134,1000.0,1056.3,1098.0081031174436,965.3518968825562,48.33800560672809,0.948103792415167,5.617,72.58,3.8605,16835.2,1231.04,3933.92,11497.39,140.94,174.04,244.37,22.922,94.94,161.2,461593.0,308.42,88.46,113.93,1798.0
16230.0,1024.354,1017.971366651333,0.019387634451502968,1013.2,1047.8,1093.665088336795,962.2749116632051,42.625543693159344,-1.737413622902273,5.378,74.47,3.818,17089.3,1271.26,3941.26,11549.68,142.91,179.82,245.12,22.335,96.98,159.87,464838.0,305.56,88.25,114.12,1782.4
17290.0,1025.884,1016.3603871665125,0.019522335769151553,1038.7,1041.1,1082.5273898454,964.9326101546003,45.78083237877054,2.004657284600575,5.484,77.4,3.795,16966.5,1259.56,3998.84,11786.8,146.63,182.45,250.2,22.417,99.48,166.1,468700.0,312.59,91.01,122.43,1781.3
22354.0,1028.06,1017.9357122178183,0.01984987852908854,1038.9,1043.7,1069.3142449483448,971.4757550516554,58.898305084745736,2.6599999999999957,6.169,80.3,3.8505,17093.6,1295.69,4071.7,11994.26,147.81,194.86,255.02,23.25,100.44,168.76,477403.0,320.41,94.13,123.49,1809.6
22354.0,1030.374,1023.6225257227693,0.020489341419436473,1008.0,1046.9,1061.5742375892826,976.4157624107177,60.712839206156346,4.115673114883545,6.738,81.33,3.8175,16972.0,1276.05,4076.57,12041.9,148.31,194.7,254.69,22.841,100.99,171.35,477085.0,316.95,95.5,120.44,1815.2
22354.0,1031.972,1026.0344448423432,0.02015454553136985,1036.2,1072.5,1055.7529618637768,979.6670381362231,55.22862823061629,0.057764513333968814,6.93,80.56,3.738,17163.9,1294.41,4080.11,12030.06,148.03,194.7,255.14,21.781,100.99,169.23,480280.0,305.53,96.54,118.1,1759.9
18190.0,1033.108,1023.3522225589059,0.020684660966058536,1014.6,1084.3,1055.3926325894122,978.9073674105877,54.067730634488115,-2.9165463470979036,7.235,78.2,3.6395,16440.4,1216.55,3957.63,11503.45,141.17,180.83,240.33,21.436,95.19,156.39,475843.0,280.96,92.42,109.46,1763.7
0.0,1034.07,1021.6518806267666,0.020708950172244642,1011.5,1084.3,1053.7087790059668,978.5512209940329,52.476842529198535,0.42658730158728897,6.712,77.24,3.6165,16211.7,1167.73,3963.94,11587.75,144.22,182.92,241.76,21.125,96.05,158.27,472712.0,281.17,93.95,108.78,1740.3
0.0,1034.3419999999999,1018.4438989918793,0.020744706411233767,995.4,1088.5,1052.3026462495675,977.0773537504327,47.48580697485805,-3.4163288940359138,7.024,76.28,3.633,16512.3,1198.12,4026.12,11756.03,148.11,182.86,247.49,21.609,97.46,162.7,478676.0,285.54,93.41,111.41,1754.0
0.0,1034.8139999999999,1017.114068377744,0.02073913024831724,1007.5,1098.6,1050.9135298711815,980.9864701288187,43.72012168622338,-0.47309284447073496,7.308,77.94,3.62,16623.9,1185.79,4027.26,11838.72,151.07,183.2,247.58,21.526,98.46,165.19,477020.0,291.5,94.13,112.24,1745.6
0.0,1035.496,1015.8195963196296,0.020689488768189716,1026.6,1104.3,1050.811406370233,981.7585936297671,43.46320346320346,-0.27681660899653293,6.779,80.95,3.6165,16212.9,1139.74,4003.58,11724.84,150.18,169.91,245.03,21.229,97.05,160.38,476980.0,286.69,93.2,111.44,1739.9
0.0,1035.6889999999999,1011.8396584243019,0.020204346604287902,1054.9,1069.6,1051.6046129949466,978.6603870050534,45.87617089330593,-0.5475185854932674,6.776,79.73,3.576,15776.2,1107.46,3949.94,11553.45,148.01,167.87,242.05,20.872,95.6,153.17,468922.0,285.05,92.46,109.86,1739.6
0.0,1034.723,1007.6027878974862,0.01971188266224332,1039.3,1092.3,1052.0003025237706,977.9246974762293,36.7804381049414,-2.302729528535985,6.303,80.08,3.6415,16638.3,1207.31,3965.34,11677.02,151.29,180.19,241.22,20.997,97.43,154.09,468290.0,287.98,94.14,112.05,1754.4
19540.0,1034.519,1005.1254359132575,0.01979325221215881,1008.6,1093.3,1052.4821809947039,976.5928190052962,43.65035733919736,-3.4190531852717587,6.369,81.64,3.694,16691.2,1205.17,3946.56,11676.86,150.72,183.17,241.68,20.975,98.36,156.77,463695.0,295.28,94.85,111.45,1763.0
0.0,1034.4209999999998,1006.8292150035256,0.020395080352288625,1012.3,1082.9,1052.633637380577,976.741362619423,51.15479115479117,-3.668594179543083,6.2,85.59,3.7735,16540.5,1206.16,3958.79,11699.09,148.79,186.92,241.73,21.524,98.85,159.1,465520.0,306.02,97.12,113.23,1775.8
0.0,1034.4569999999999,1009.2247203875986,0.020253894788600266,1000.8,1065.0,1050.3176061619838,977.4273938380164,56.97314049586777,-1.6260944866737237,6.034,86.92,3.8195,16895.1,1253.45,3991.73,11871.15,150.04,194.42,241.97,21.518,98.44,166.66,468233.0,310.2,98.94,117.08,1776.8
0.0,1034.781,1012.8824557125835,0.018783858226341713,1009.8,1019.8,1049.257104597177,977.8978954028231,56.637168141592916,2.4191949236565424,5.933,85.87,3.8275,16613.7,1242.64,3957.25,11700.94,148.28,190.95,241.55,22.113,95.7,162.95,466600.0,299.27,98.49,114.22,1776.9
0.0,1035.2160000000001,1017.7851548337244,0.018757081095106494,1008.7,1032.7,1053.5836024177815,977.2463975822185,54.912043301759155,3.205571470907831,5.879,88.96,3.901,17049.9,1288.63,3992.93,11817.01,149.7,195.97,247.11,21.667,96.41,163.27,469047.0,290.13,100.79,113.02,1769.4
0.0,1035.234,1022.2797463977668,0.018746957392370416,989.95,1029.6,1055.6373293565064,976.2726706434935,47.51102709514805,4.6163069544364665,6.239,86.47,3.7495,17589.1,1299.15,3956.37,11605.96,146.87,190.72,242.98,21.702,93.94,157.5,457665.0,274.97,96.63,111.87,1753.7
0.0,1033.86,1018.559785413495,0.018998353034741094,984.3,984.6,1055.609018606789,974.6509813932107,39.27083333333334,-1.158645276292325,5.865,85.83,3.691,15886.9,1100.84,3748.57,10797.55,134.87,177.59,224.51,21.327,87.32,137.76,435945.0,254.66,86.14,106.0022,1713.7
0.0,1032.973,1017.5428953498804,0.018893288444667745,991.5,1002.0,1055.6235224468705,974.6814775531294,50.956323151584364,0.32219688708239325,6.138,88.91,3.676,18527.4,1335.25,3828.11,11059.5,139.5,191.3,228.87,21.502,88.9,146.02,442100.0,263.46,89.98,106.0022,1716.0
0.0,1031.805,1013.2132191422065,0.019230343548992803,1016.2,1013.0,1056.0229349081555,973.6820650918444,44.09793814432991,-0.05555836153341431,6.944,91.79,3.6005,20589.0,1567.57,3806.8,10977.0,138.92,197.08,227.87,20.919,88.49,143.01,438575.0,258.6,90.53,106.0022,1680.5
0.0,1030.193,1005.1034931203285,0.01942988020852361,1022.4,987.7,1060.2759949086817,964.7290050913182,40.46830652790919,-2.4179620034542215,6.4,92.61,3.6735,21145.9,1645.01,3770.55,10857.03,138.38,207.47,221.39,20.784,86.58,141.56,432000.0,260.79,90.98,106.0022,1676.6
0.0,1027.8010000000002,992.6414172556626,0.02040071778936908,1033.0,1000.0,1068.8196548672995,945.9353451327004,32.0561139028476,-6.797781139687342,5.975,88.17,3.4165,20206.4,1531.08,3719.89,10690.6,138.88,215.31,214.25,19.43,83.43,134.21,428800.0,269.06,89.3,106.0022,1630.9
0.0,1025.8809999999999,986.2196607547914,0.021012829821462117,1044.75,1013.2,1064.2850931877845,940.0699068122154,39.07372400756143,-6.4259004133044755,6.268,90.0,3.4545,20154.4,1519.04,3759.69,10906.34,145.03,214.98,220.1,19.594,86.97,132.19,438700.0,273.0,92.12,106.0022,1650.0
0.0,1023.4409999999999,980.7243283309774,0.020386284044305758,1047.0,1038.7,1061.3492158606591,934.1257841393407,41.98659354052407,-7.032472613458529,5.714,88.37,3.457,20483.5,1579.64,3856.1,11288.95,150.65,227.82,228.17,19.667,90.47,135.43,443004.0,286.75,96.79,106.0022,1649.7
0.0,1020.3570000000001,972.9359701262117,0.020659995228270042,998.1,1038.9,1063.9542577781663,923.6707422218337,39.61287849750864,-9.961277831558569,6.355,86.53,3.3575,20496.3,1572.89,3871.98,11405.57,153.34,227.54,232.13,19.119,94.51,134.97,445050.0,291.88,102.44,106.0022,1640.7
0.0,1017.5989999999999,968.8535131837176,0.020388097566318732,1011.95,1008.0,1063.14978421664,917.8852157833603,41.648148148148145,-9.413735343383589,5.684,87.9,3.4135,20594.4,1554.47,3901.06,11546.21,155.74,228.52,235.87,19.147,96.29,138.34,451900.0,295.72,103.41,106.0022,1644.8
0.0,1015.177,968.629895770838,0.020121342366379257,989.4,1036.2,1062.0182338317315,915.6767661682682,40.83740142696205,-7.6026743075453656,5.186,89.08,3.5025,20292.9,1514.19,3807.3,11191.63,144.8,225.09,226.75,19.494,92.22,131.76,437900.0,296.94,110.96,106.0022,1665.6
